period,period_label,series_id,series_name,value,unit,source,dataset_id,frequency,model_use,concept_note,aggregation,value_variable_code,value_variable_name,series_code,revision_reference
2005,2005,93406,Formacao bruta de capital fixo,370218.8749492157,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2006,2006,93406,Formacao bruta de capital fixo,414673.5495242496,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2007,2007,93406,Formacao bruta de capital fixo,489532.0260700399,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2008,2008,93406,Formacao bruta de capital fixo,602845.577257331,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2009,2009,93406,Formacao bruta de capital fixo,636675.778985953,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2010,2010,93406,Formacao bruta de capital fixo,797946.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2011,2011,93406,Formacao bruta de capital fixo,901927.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2012,2012,93406,Formacao bruta de capital fixo,997460.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2013,2013,93406,Formacao bruta de capital fixo,1114944.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2014,2014,93406,Formacao bruta de capital fixo,1148453.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2015,2015,93406,Formacao bruta de capital fixo,1069397.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2016,2016,93406,Formacao bruta de capital fixo,973271.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2017,2017,93406,Formacao bruta de capital fixo,958779.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2018,2018,93406,Formacao bruta de capital fixo,1057409.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2019,2019,93406,Formacao bruta de capital fixo,1143185.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2020,2020,93406,Formacao bruta de capital fixo,1260227.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2021,2021,93406,Formacao bruta de capital fixo,1614782.0,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2022,2022,93406,Formacao bruta de capital fixo,1794223.009,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
2023,2023,93406,Formacao bruta de capital fixo,1795909.5695337,1_000_000 BRL,IBGE SCN annual workbook,SCN 2023 tab05,annual,scn_annual_reference,"Annual official SCN tab05 current-price reference for GDP, household consumption, and FBCF.",annual_official,,,tab05:B:fbcf:valor_corrente,Sistema de Contas Nacionais 2023
